Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
PLAY;44636;USD;2017;FY;2018-01-31;2018-04-03;41276314;42583009;1139791000;-196672000;943119000;-777347000;-316289000;;-102766000;165772000;-8665000;-8665000;157107000;-718000;156389000;-35440000;120949000;;120949000;120949000
PLAY;44636;USD;2016;FY;2017-01-31;2017-03-28;41951770;43288592;1005158000;-180300000;824858000;-674342000;-283301000;;-88305000;150516000;-6985000;-6985000;143531000;;143531000;-52736000;90795000;;90795000;90795000
PLAY;44636;USD;2015;FY;2016-01-31;2016-03-29;40968455;42783905;866982000;-162810000;704172000;-594136000;-253729000;;-78660000;110036000;-11464000;-11464000;98572000;-6822000;91750000;-32131000;59619000;;59619000;59619000
PLAY;44636;USD;2014;FY;2015-01-31;2015-04-07;35314884;37126048;746751000;-146475000;600276000;-526415000;-220283000;;-70868000;73861000;-34789000;-34789000;39072000;-27578000;11494000;-3858000;7636000;;7636000;7636000
PLAY;44636;USD;2013;FY;2014-01-31;2014-12-17;33187776;34030115;635579000;-125014000;510565000;-459526000;-186612000;;-66337000;51039000;-47809000;-47809000;3230000;;3230000;-1061000;2169000;;2169000;2169000
PLAY;44636;USD;2018;FY;2019-01-31;2019-04-02;39047106;39975122;1265301000;-220263000;1045038000;-884038000;-358445000;;-118275000;161000000;-13113000;-13113000;147887000;0;147887000;-30666000;117221000;;117221000;117221000
SMRT;45048;USD;2016;FY;2017-01-31;2016-04-11;44754000;45953000;1359901000;-974614000;385287000;-343724000;-343724000;;;41563000;-3283000;-3283000;38280000;;38280000;-14569000;23711000;;23711000;23711000
SMRT;45048;USD;2015;FY;2016-01-31;2016-04-11;43850000;44749000;1317677000;-930941000;386736000;-342027000;-342027000;;;44709000;-266000;-266000;44443000;;44443000;-17537000;26906000;;26906000;26906000
SMRT;45048;USD;2014;FY;2015-01-31;2014-04-15;43053000;43778000;1263571000;-896218000;367353000;-326520000;-326520000;;;40833000;-265000;-265000;40568000;;40568000;-15013000;25555000;;25555000;25555000
SMRT;45048;USD;2013;FY;2014-01-31;2013-05-03;42639000;42828000;1232366000;-889736000;342630000;-306407000;-306407000;;;36223000;-225000;-225000;35998000;;35998000;-10971000;25027000;;25027000;25027000
SMRT;45048;USD;2012;FY;2013-01-31;2012-04-12;43482000;43721000;1177951000;-858335000;319616000;-287184000;-287184000;;;32432000;-286000;-286000;32146000;;32146000;-12215000;19931000;;19931000;19931000
SMRT;45048;USD;2011;FY;2012-01-31;2011-09-07;42780000;43592000;1201081000;-868415000;332666000;-277330000;-277330000;;;55336000;-338000;-338000;54998000;;54998000;1688000;56686000;;56686000;56686000
SMRT;45048;USD;2017;FY;2018-01-31;2016-12-01;46342000;46342000;1318633000;-987692000;330941000;-362175000;-362175000;;;-31234000;-4788000;-4788000;-36022000;;-36022000;11698000;-24324000;;-24324000;-24324000
SMRT;45048;USD;2018;FY;2019-01-31;2019-03-28;46706000;46706000;1272732000;-919812000;352920000;-348061000;-348061000;;;4859000;-10882000;-10882000;-6023000;;-6023000;25000;-5998000;;-5998000;-5998000
ZUMZ;45730;USD;2016;FY;2017-02-28;2016-03-14;27497000;27673000;836268000;-561266000;275002000;-235259000;-235259000;;;39743000;481000;32000;40224000;;40224000;-14320000;25904000;;25904000;25904000
ZUMZ;45730;USD;2015;FY;2016-02-29;2015-03-17;28871000;29288000;804183000;-535559000;268624000;-222459000;-222459000;;;46165000;-304000;529000;45861000;;45861000;-17076000;28785000;;28785000;28785000
ZUMZ;45730;USD;2014;FY;2015-02-28;2014-03-18;29810000;30206000;811551000;-524468000;287083000;-215512000;-215512000;;;71571000;80000;637000;71651000;;71651000;-28459000;43192000;;43192000;43192000
ZUMZ;45730;USD;2013;FY;2014-02-28;2013-03-19;30742000;31273000;669393000;-428109000;241284000;-172742000;-172742000;;;68542000;1737000;1410000;70279000;;70279000;-28115000;42164000;;42164000;42164000
ZUMZ;45730;USD;2012;FY;2013-02-28;2012-03-13;30527000;31119000;555874000;-354198000;201676000;-141444000;-141444000;;;60232000;1457000;1836000;61689000;;61689000;-24338000;37351000;;37351000;37351000
ZUMZ;45730;USD;2011;FY;2012-02-29;2011-09-01;29971000;30794000;478849000;-311028000;167821000;-130454000;-130454000;;;37367000;1488000;1496000;38855000;;38855000;-14652000;24203000;;24203000;24203000
ZUMZ;45730;USD;2017;FY;2018-02-28;2018-03-19;24679000;24878000;927401000;-617527000;309874000;-261114000;-261114000;;;48760000;-357000;495000;48403000;;48403000;-21601000;26802000;;26802000;26802000
ZUMZ;45730;USD;2018;FY;2019-02-28;2019-03-18;24936000;25212000;978617000;-642681000;335936000;-274858000;-274858000;;;61078000;1252000;1692000;62330000;;62330000;-17125000;45205000;;45205000;45205000
A;45846;USD;2018;FY;2018-10-31;2018-12-20;321000000;325000000;4914000000;-2227000000;2687000000;-1759000000;-1374000000;-385000000;;928000000;18000000;-37000000;946000000;;946000000;-630000000;316000000;;316000000;316000000
A;45846;USD;2017;FY;2017-10-31;2017-12-21;322000000;326000000;4472000000;-2063000000;2409000000;-1568000000;-1229000000;-339000000;;841000000;-38000000;-57000000;803000000;;803000000;-119000000;684000000;;684000000;684000000
A;45846;USD;2016;FY;2016-10-31;2016-12-20;326000000;329000000;4202000000;-2005000000;2197000000;-1582000000;-1253000000;-329000000;;615000000;-71000000;-61000000;544000000;;544000000;-82000000;462000000;;462000000;462000000
A;45846;USD;2015;FY;2015-10-31;2015-12-21;333000000;335000000;4038000000;-1997000000;2041000000;-1519000000;-1189000000;-330000000;;522000000;-42000000;-59000000;480000000;;480000000;-42000000;438000000;-37000000;401000000;401000000
A;45846;USD;2014;FY;2014-10-31;2014-12-22;333000000;338000000;4048000000;-2072000000;1976000000;-1557000000;-1199000000;-358000000;;419000000;-190000000;-101000000;229000000;;229000000;3000000;232000000;317000000;549000000;549000000
A;45846;USD;2013;FY;2013-10-31;2013-12-19;341000000;345000000;3894000000;-1987000000;1907000000;-1521000000;-1184000000;-337000000;;386000000;-93000000;-100000000;293000000;;293000000;-68000000;225000000;509000000;734000000;734000000
A;45846;USD;2012;FY;2012-10-31;2012-12-20;348000000;353000000;6858000000;-3254000000;3604000000;-2485000000;-1817000000;-668000000;;1119000000;-76000000;-92000000;1043000000;;1043000000;110000000;1153000000;;1153000000;1153000000
A;45846;USD;2011;FY;2011-10-31;2011-12-16;485106000;496290000;6615000000;-3086000000;3529000000;-2458000000;-1809000000;-649000000;;1071000000;-39000000;-72000000;1032000000;;1032000000;-20000000;1012000000;;1012000000;1012000000
A;45846;USD;2010;FY;2010-10-31;2010-12-20;485106000;493494000;5444000000;-2514000000;2930000000;-2364000000;-1752000000;-612000000;;566000000;-6000000;-76000000;560000000;132000000;692000000;-8000000;684000000;;684000000;684000000
A;45846;USD;2009;FY;2009-10-31;2009-12-21;483708000;483708000;4481000000;-2189000000;2292000000;-2245000000;-1603000000;-642000000;;47000000;-40000000;-59000000;7000000;0;7000000;-38000000;-31000000;;-31000000;-31000000
A;45846;USD;2008;FY;2008-10-31;2009-10-05;507474000;518658000;5774000000;-2578000000;3196000000;-2401000000;-1697000000;-704000000;;795000000;20000000;-10000000;815000000;0;815000000;-122000000;693000000;;693000000;693000000
LAYN;45965;USD;2016;FY;2017-01-31;2016-04-13;19730000;19786000;683010000;-570078000;112932000;-140844000;-108159000;;-32685000;-27912000;-16269000;-18011000;-44181000;-10316000;-54497000;1635000;-52862000;8057000;-44777000;-44777000
LAYN;45965;USD;2015;FY;2016-01-31;2015-04-14;19630000;19630000;720568000;-610844000;109724000;-159063000;-117085000;;-41978000;-49339000;-14357000;-13707000;-63696000;-2698000;-66394000;3945000;-62449000;-46878000;-110151000;-110151000
LAYN;45965;USD;2014;FY;2015-01-31;2014-05-01;19598000;19598000;772102000;-645078000;127024000;-175107000;-126315000;;-48792000;-48083000;-3410000;-7132000;-51493000;;-51493000;-56884000;-108377000;-19674000;-128639000;-128639000
LAYN;45965;USD;2013;FY;2014-01-31;2013-04-16;19485000;19485000;1013924000;-836394000;177530000;-209679000;-152108000;;-57571000;-32149000;23274000;-3301000;-8875000;-16136000;-25011000;10029000;-14982000;-21041000;-36651000;-36651000
LAYN;45965;USD;2012;FY;2013-01-31;2012-04-27;19455000;19455000;1106018000;-869074000;236944000;-218379000;-162739000;;-55640000;18565000;31975000;-2357000;50540000;-96579000;-46039000;-8634000;-54673000;1491000;-56075000;-56075000
LAYN;45965;USD;2011;FY;2012-01-31;2011-09-07;19393000;19578000;999905000;-776392000;223513000;-184714000;-139877000;;-44837000;38799000;12078000;-1594000;50877000;;50877000;-21553000;29324000;2263000;29991000;29991000
LAYN;45965;USD;2017;FY;2018-01-31;2016-12-08;19858000;19858000;475517000;-374761000;100756000;-101129000;-74428000;;-26701000;-373000;-13704000;-17120000;-14077000;-1162000;-15239000;10375000;-4864000;-22447000;-27311000;-27311000
PVH;46764;USD;2016;FY;2017-02-28;2017-03-24;80200000;80900000;8203100000;-3832800000;4370300000;-3636700000;-3636700000;;;733600000;-114900000;-115000000;618700000;55500000;674200000;-125500000;548700000;;549000000;549000000
PVH;46764;USD;2015;FY;2016-02-29;2016-03-25;82400000;83100000;8020300000;-3858700000;4161600000;-3417700000;-3417700000;;;743900000;-96400000;-113000000;647500000;0;647500000;-75100000;572400000;;572400000;572400000
PVH;46764;USD;2014;FY;2015-02-28;2015-04-01;82400000;83300000;8241200000;-3914500000;4326700000;-3713600000;-3713600000;;;613100000;-128600000;-138500000;484500000;-93100000;391400000;47500000;438900000;;439000000;439000000
PVH;46764;USD;2013;FY;2014-02-28;2013-06-13;81200000;82600000;8186400000;-3967100000;4219300000;-3673500000;-3673500000;;;545800000;-176700000;-184700000;369100000;-40400000;328700000;-185300000;143400000;;143500000;143500000
PVH;46764;USD;2012;FY;2013-02-28;2013-04-03;70400000;73900000;6043000000;-2793800000;3249200000;-2594300000;-2594300000;;;654900000;-111800000;-117200000;543100000;0;543100000;-109300000;433800000;;433800000;433800000
PVH;46764;USD;2011;FY;2012-02-29;2012-03-28;67158000;72923000;5890624000;-2834735000;3055889000;-2549850000;-2549850000;;;506039000;-126721000;-128088000;379318000;-16233000;363085000;-87388000;275697000;;275697000;275697000
PVH;46764;USD;2010;FY;2011-02-28;2011-03-30;62744000;67378000;4636848000;-2214897000;2421951000;-2071781000;-2071781000;;;350170000;-126822000;-126822000;223348000;-147140000;76208000;-21831000;54377000;;54377000;54377000
PVH;46764;USD;2009;FY;2010-02-28;2010-10-06;51639000;52506000;2398731000;-1216128000;1182603000;-938791000;-938791000;;;243812000;-32229000;-32229000;211583000;0;211583000;-49673000;161910000;;161910000;161910000
PVH;46764;USD;2017;FY;2018-02-28;2018-03-30;77600000;78600000;8914800000;-4020400000;4894400000;-4248200000;-4248200000;;;646200000;-112100000;-122200000;534100000;-23900000;510200000;25900000;536100000;;537800000;537800000
PVH;46764;USD;2018;FY;2019-02-28;2019-03-29;76500000;77300000;9656800000;-4348500000;5308300000;-4432800000;-4432800000;;;875500000;-94800000;-116100000;780700000;-5100000;775600000;-31000000;744600000;;746400000;746400000
URBN;46954;USD;2016;FY;2017-01-31;2016-03-31;125232499;126013414;3445134000;-2243232000;1201902000;-848323000;-848323000;;;353579000;-3548000;943000;350031000;;350031000;-125542000;224489000;;224489000;224489000
URBN;46954;USD;2015;FY;2016-01-31;2015-04-01;136651899;138192734;3323077000;-2148147000;1174930000;-809545000;-809545000;;;365385000;-1935000;2319000;363450000;;363450000;-131022000;232428000;;232428000;232428000
URBN;46954;USD;2014;FY;2015-01-31;2014-04-01;147014869;149225906;3086608000;-1925266000;1161342000;-734511000;-734511000;;;426831000;687000;2713000;427518000;;427518000;-145158000;282360000;;282360000;282360000
URBN;46954;USD;2013;FY;2014-01-31;2013-04-01;145253691;146663731;2794925000;-1763394000;1031531000;-657246000;-657246000;;;374285000;1287000;2126000;375572000;;375572000;-138258000;237314000;;237314000;237314000
URBN;46954;USD;2012;FY;2013-01-31;2012-04-02;154025589;156191289;2473801000;-1613265000;860536000;-575811000;-575811000;;;284725000;4106000;5120000;288831000;;288831000;-103580000;185251000;;185251000;185251000
URBN;46954;USD;2011;FY;2012-01-31;2011-04-01;166896322;170333550;2274102000;-1337482000;936620000;-522417000;-522417000;;;414203000;3005000;4669000;417208000;;417208000;-144250000;272958000;;272958000;272958000
URBN;46954;USD;2010;FY;2011-01-31;2010-09-08;168053502;171230245;1937815000;-1151670000;786145000;-447161000;-447161000;;;338984000;5422000;6290000;344406000;;344406000;-124513000;219893000;;219893000;219893000
URBN;46954;USD;2017;FY;2018-01-31;2016-12-12;111887308;112367924;3616014000;-2440507000;1175507000;-915615000;-915615000;;;259892000;1474000;4879000;261366000;;261366000;-153103000;108263000;;108263000;108263000
URBN;46954;USD;2018;FY;2019-01-31;2019-04-01;108303594;109706007;3950623000;-2603911000;1346712000;-965399000;-965399000;;;381313000;4240000;9530000;385553000;;385553000;-87550000;298003000;;298003000;298003000
HPE;47023;USD;2017;FY;2017-10-31;2017-12-15;1646000000;1674000000;28871000000;-20177000000;8694000000;-6813000000;-5006000000;-1486000000;-321000000;1881000000;-350000000;-327000000;1531000000;-1259000000;272000000;164000000;436000000;-92000000;344000000;344000000
HPE;47023;USD;2016;FY;2016-10-31;2016-12-15;1715000000;2992048971;30280000000;-20507000000;9773000000;-7366000000;-5380000000;-1714000000;-272000000;2407000000;-360000000;-284000000;2047000000;1813000000;3860000000;-623000000;3237000000;-76000000;3161000000;3161000000
HPE;47023;USD;2015;FY;2015-10-31;2015-12-17;1804000000;3155501905;31077000000;-21013000000;10064000000;-7047000000;-5142000000;-1676000000;-229000000;3017000000;-11000000;-9000000;3006000000;-1071000000;1935000000;705000000;2640000000;-179000000;2461000000;2461000000
HPE;47023;USD;2014;FY;2014-10-31;2015-12-17;;3155501905;55123000000;-39486000000;15637000000;-11820000000;-8717000000;-2197000000;-906000000;3817000000;-91000000;-91000000;3726000000;-1482000000;2244000000;-596000000;1648000000;;1648000000;1648000000
HPE;47023;USD;2018;FY;2018-10-31;2018-12-12;1529000000;1553000000;30852000000;-21560000000;9292000000;-6808000000;-4851000000;-1663000000;-294000000;2484000000;-236000000;-274000000;2248000000;-1980000000;268000000;1744000000;2012000000;-104000000;1908000000;1908000000
BOX;47121;USD;2016;FY;2017-01-31;2017-03-24;127469000;127469000;398605000;-112130000;286475000;-437130000;-321202000;-115928000;;-150655000;-218000;-896000;-150873000;;-150873000;-914000;-151787000;;-151787000;-151787000
BOX;47121;USD;2015;FY;2016-01-31;2016-03-30;121240000;121240000;302704000;-87100000;215604000;-416607000;-314107000;-102500000;;-201003000;-1255000;-1157000;-202258000;;-202258000;-690000;-202948000;;-202948000;-202948000
BOX;47121;USD;2014;FY;2015-01-31;2015-06-12;15854000;15854000;216440000;-47273000;169167000;-335823000;-269421000;-66402000;;-166656000;-2266000;-2009000;-168922000;126000;-168796000;569000;-168227000;;-168227000;-181992000
BOX;47121;USD;2017;FY;2018-01-31;2018-03-22;133932000;133932000;506142000;-135248000;370894000;-524915000;-388124000;-136791000;;-154021000;-224000;-1013000;-154245000;;-154245000;-715000;-154960000;;-154960000;-154960000
BOX;47121;USD;2018;FY;2019-01-31;2019-03-20;141351000;141351000;608386000;-173594000;434792000;-569029000;-405279000;-163750000;;-134237000;1023000;-316000;-133214000;;-133214000;-1398000;-134612000;;-134612000;-134612000
FL;47224;USD;2017;FY;2018-02-28;2018-03-29;127200000;127900000;7782000000;-5326000000;2456000000;-1674000000;-1501000000;;-173000000;782000000;7000000;2000000;789000000;-211000000;578000000;-294000000;284000000;;284000000;284000000
FL;47224;USD;2016;FY;2017-02-28;2017-03-23;134000000;135100000;7766000000;-5130000000;2636000000;-1630000000;-1472000000;;-158000000;1006000000;4000000;-2000000;1010000000;-6000000;1004000000;-340000000;664000000;;664000000;664000000
FL;47224;USD;2015;FY;2016-02-29;2016-03-24;139100000;140800000;7412000000;-4907000000;2505000000;-1563000000;-1415000000;;-148000000;942000000;0;-4000000;942000000;-105000000;837000000;-296000000;541000000;;541000000;541000000
FL;47224;USD;2014;FY;2015-02-28;2015-03-30;143900000;146000000;7151000000;-4777000000;2374000000;-1565000000;-1426000000;;-139000000;809000000;4000000;-5000000;813000000;-4000000;809000000;-289000000;520000000;;520000000;520000000
FL;47224;USD;2013;FY;2014-02-28;2014-03-31;148400000;150500000;6505000000;-4372000000;2133000000;-1467000000;-1334000000;;-133000000;666000000;-1000000;-5000000;665000000;-2000000;663000000;-234000000;429000000;;429000000;429000000
FL;47224;USD;2012;FY;2013-02-28;2013-04-01;151200000;154000000;6182000000;-4148000000;2034000000;-1412000000;-1294000000;;-118000000;622000000;-3000000;-5000000;619000000;-12000000;607000000;-210000000;397000000;;397000000;397000000
FL;47224;USD;2011;FY;2012-02-29;2012-03-26;153000000;154400000;5623000000;-3827000000;1796000000;-1354000000;-1244000000;;-110000000;442000000;-2000000;-6000000;440000000;-5000000;435000000;-157000000;278000000;;278000000;278000000
FL;47224;USD;2010;FY;2011-02-28;2011-03-28;155700000;156700000;5049000000;-3533000000;1516000000;-1244000000;-1138000000;;-106000000;272000000;-5000000;-9000000;267000000;-10000000;257000000;-88000000;169000000;;169000000;169000000
FL;47224;USD;2009;FY;2010-02-28;2010-09-08;156000000;156300000;4854000000;-3522000000;1332000000;-1211000000;-1099000000;;-112000000;121000000;-7000000;-10000000;114000000;-41000000;73000000;-26000000;47000000;-1000000;46000000;46000000
FL;47224;USD;2018;FY;2019-02-28;2019-04-02;115600000;116100000;7939000000;-5411000000;2528000000;-1792000000;-1614000000;;-178000000;736000000;14000000;9000000;750000000;-37000000;713000000;-172000000;541000000;;541000000;541000000
DVMT;47385;USD;2017;FY;2018-01-31;2018-03-29;203000000;203000000;78660000000;-58606000000;20054000000;-23387000000;-19003000000;-4384000000;;-3333000000;-2355000000;;-5688000000;;-5688000000;1833000000;-3855000000;0;-3728000000;-3728000000
DVMT;47385;USD;2016;FY;2017-01-31;2017-03-31;217000000;217000000;61642000000;-48683000000;12959000000;-16211000000;-13575000000;-2636000000;;-3252000000;-2104000000;;-5356000000;;-5356000000;1619000000;-3737000000;2019000000;-1672000000;-1672000000
DVMT;47385;USD;2015;FY;2016-01-31;2016-06-10;;;50911000000;-42524000000;8387000000;-8901000000;-7850000000;-1051000000;;-514000000;-772000000;;-1286000000;;-1286000000;118000000;-1168000000;64000000;-1104000000;-1104000000
KKD;47513;USD;2016;FY;2017-01-31;2016-03-31;65221000;66907000;518714000;-414481000;104233000;-43845000;-27646000;;-16199000;60388000;-264000;-1272000;60124000;-8290000;51834000;-19436000;32398000;;32398000;32398000
KKD;47513;USD;2015;FY;2016-01-31;2015-04-02;66360000;68929000;490334000;-395944000;94390000;-41398000;-28558000;;-12840000;52992000;-21000;-450000;52971000;-4755000;48216000;-18156000;30060000;;30060000;30060000
KKD;47513;USD;2014;FY;2015-01-31;2014-04-03;67261000;71054000;460331000;-376653000;83678000;-36255000;-25149000;;-11106000;47423000;-543000;-441000;46880000;-1820000;45060000;-10804000;34256000;;34256000;34256000
KKD;47513;USD;2013;FY;2014-01-31;2013-04-19;67624000;69896000;435843000;-362828000;73015000;-34980000;-25089000;;-9891000;38035000;-1413000;-1528000;36622000;-306000;36316000;-15537000;20779000;;20779000;20779000
KKD;47513;USD;2012;FY;2013-01-31;2012-03-30;69145000;71497000;403217000;-346434000;56783000;-30423000;-22188000;;-8235000;26360000;-1407000;-1500000;24953000;5405000;30358000;135911000;166269000;;166269000;166269000
KKD;47513;USD;2011;FY;2012-01-31;2011-09-01;68337000;69922000;361955000;-313475000;48480000;-29259000;-21870000;;-7389000;19221000;-5276000;-6152000;13945000;-5088000;8857000;-1258000;7599000;;7599000;7599000
CMTL;48404;USD;2017;FY;2017-07-31;2017-09-27;23433000;23489000;550368000;-332183000;218185000;-193163000;-116080000;-54260000;-22823000;25022000;-11561000;-11561000;13461000;12020000;25481000;-9654000;15827000;;15827000;15827000
CMTL;48404;USD;2016;FY;2016-07-31;2016-10-06;16972000;16972000;411004000;-239767000;171237000;-150537000;-94932000;-42190000;-13415000;20700000;-7616000;-7616000;13084000;-21276000;-8192000;454000;-7738000;;-7738000;-7738000
CMTL;48404;USD;2015;FY;2015-07-31;2015-09-28;16203000;16418000;307289000;-168405000;138884000;-104807000;-62680000;-35916000;-6211000;34077000;-74000;-74000;34003000;0;34003000;-10758000;23245000;;23245000;23245000
CMTL;48404;USD;2014;FY;2014-07-31;2014-10-09;15943000;20906000;347150000;-195712000;151438000;-107540000;-67147000;-34108000;-6285000;43898000;-5391000;-5391000;38507000;0;38507000;-13356000;25151000;;25151000;25151000
CMTL;48404;USD;2013;FY;2013-07-31;2013-10-03;16963000;23064000;319797000;-178967000;140830000;-106341000;-63265000;-36748000;-6328000;34489000;-6996000;-6996000;27493000;;27493000;-9685000;17808000;;17808000;17808000
CMTL;48404;USD;2012;FY;2012-07-31;2012-09-26;19995000;25991000;425070000;-241561000;183509000;-132232000;-87106000;-38489000;-6637000;51277000;-7237000;-7237000;44040000;;44040000;-11624000;32416000;;32416000;32416000
CMTL;48404;USD;2011;FY;2011-07-31;2011-09-27;26842000;32623000;612379000;-371333000;241046000;-145748000;-94141000;-43516000;-8091000;95298000;-5994000;-5994000;89304000;12500000;101804000;-33909000;67895000;;67895000;67895000
CMTL;48404;USD;2010;FY;2010-07-31;2010-12-08;28270000;34074000;778205000;-507607000;270598000;-153369000;-99883000;-46192000;-7294000;117229000;-6678000;-6678000;110551000;-13249000;97302000;-36672000;60630000;;60630000;60630000
CMTL;48404;USD;2018;FY;2018-07-31;2018-09-26;23825000;24040000;570589000;-346648000;223941000;-188866000;-113922000;-53869000;-21075000;35075000;-10449000;-10449000;24626000;0;24626000;5143000;29769000;;29769000;29769000
CAL;49132;USD;2016;FY;2017-02-28;2017-03-28;42026000;42181000;2579388000;-1517397000;1061991000;-927602000;-927602000;;;134389000;-13731000;-13731000;120658000;-23404000;97254000;-31168000;66086000;;65658000;65658000
CAL;49132;USD;2015;FY;2016-02-29;2016-03-29;42455000;42656000;2577430000;-1529627000;1047803000;-912696000;-912696000;;;135107000;-15690000;-15690000;119417000;-10651000;108766000;-26942000;81824000;;81479000;81479000
CAL;49132;USD;2014;FY;2015-02-28;2015-04-01;42071000;42274000;2571709000;-1531609000;1040100000;-910682000;-910682000;;;129418000;-20066000;-20066000;109352000;775000;110127000;-27184000;82943000;;82850000;82850000
CAL;49132;USD;2013;FY;2014-02-28;2014-04-01;41356000;41653000;2513113000;-1498825000;1014288000;-914409000;-909749000;;;99879000;-20877000;-20877000;79002000;-1262000;77740000;-23758000;53982000;-16086000;38073000;38073000
CAL;49132;USD;2012;FY;2013-02-28;2013-04-02;40659000;40794000;2477796000;-1489221000;988575000;-891666000;-891666000;;;96909000;-22651000;-22651000;74258000;-22431000;51827000;-16656000;35171000;-7967000;27491000;27491000
CAL;49132;USD;2011;FY;2012-02-29;2012-03-27;41126000;41668000;2434766000;-1470270000;964496000;-910293000;-910293000;;;54203000;-24859000;-24859000;29344000;-24674000;4670000;1421000;6091000;18299000;24589000;24589000
CAL;49132;USD;2010;FY;2011-02-28;2011-09-07;42156000;42487000;2504091000;-1500537000;1003554000;-922976000;-922976000;;;80578000;-19444000;-19444000;61134000;-7914000;53220000;-16160000;37060000;;37233000;37233000
CAL;49132;USD;2017;FY;2018-02-28;2018-04-04;41801000;41980000;2785584000;-1616935000;1168649000;-1023703000;-1023703000;;;144946000;-17325000;-17325000;127621000;-4915000;122706000;-35475000;87231000;;87200000;87200000
CAL;49132;USD;2018;FY;2019-02-28;2019-04-03;41756000;41756000;2834846000;-1678502000;1156344000;-1041765000;-1041765000;;;114579000;-5969000;-18277000;108610000;-114364000;-5754000;273000;-5481000;;-5441000;-5441000
CSWI;49347;USD;2016;FY;2017-03-31;2017-06-14;15773000;15839000;327084000;-193247000;133837000;-107241000;-107241000;;;26596000;-937000;-2695000;25659000;-4115000;21544000;-10473000;11071000;;11071000;11071000
CSWI;49347;USD;2015;FY;2016-03-31;2016-06-08;15625000;15675000;319831000;-171967000;147864000;-100378000;-100378000;;;47486000;-3261000;-3035000;44225000;0;44225000;-18754000;25471000;;25471000;25471000
CSWI;49347;USD;2014;FY;2015-03-31;2015-11-16;15583000;15624000;261834000;-135409000;126425000;-81681000;-81681000;;;44744000;894000;-611000;45638000;-710000;44928000;-15223000;29705000;;29705000;29705000
CSWI;49347;USD;2017;FY;2018-03-31;2018-05-30;15671000;15671000;326222000;-178306000;147916000;-97202000;-97202000;;;50714000;-2467000;-2317000;48247000;0;48247000;-15565000;32682000;-44564000;-11882000;-11882000
CSWI;49347;USD;2018;FY;2019-03-31;2019-05-22;15414000;15532000;350155000;-188785000;161370000;-100930000;-100930000;;;60440000;1001000;-1442000;61441000;0;61441000;-15389000;46052000;-478000;45574000;45574000
BIG;49609;USD;2016;FY;2017-01-31;2016-03-29;50517000;50964000;5190582000;-3123396000;2067186000;-1831454000;-1708717000;;-122737000;235732000;-8882000;-3683000;226850000;;226850000;-83842000;143008000;-135000;142873000;142873000
BIG;49609;USD;2015;FY;2016-01-31;2016-03-29;54935000;55552000;5177078000;-3133124000;2043954000;-1819466000;-1699764000;;-119702000;224488000;-2588000;-2588000;221900000;;221900000;-85239000;136661000;-22385000;114276000;114276000
BIG;49609;USD;2014;FY;2015-01-31;2015-03-31;57415000;57958000;5124755000;-3117386000;2007369000;-1777259000;-1664031000;;-113228000;230110000;-3305000;-3293000;226805000;;226805000;-85515000;141290000;-15995000;125295000;125295000
BIG;49609;USD;2013;FY;2014-01-31;2013-04-02;59852000;60476000;5212318000;-3157632000;2054686000;-1742916000;-1639770000;;-103146000;311770000;-4182000;-4184000;307588000;;307588000;-117071000;190517000;-13396000;177121000;177121000
BIG;49609;USD;2012;FY;2013-01-31;2012-03-26;68316000;69419000;5159249000;-3096200000;2063049000;-1719353000;-1629218000;;-90135000;343696000;-3703000;-3530000;339993000;;339993000;-133835000;206158000;906000;207064000;207064000
BIG;49609;USD;2011;FY;2012-01-31;2011-03-30;77596000;78581000;4952244000;-2939793000;2012451000;-1655106000;-1576500000;;-78606000;357345000;-1961000;-2573000;355384000;;355384000;-132837000;222547000;-23000;222524000;222524000
BIG;49609;USD;2010;FY;2011-01-31;2010-09-08;81619000;82681000;4726772000;-2807466000;1919306000;-1607260000;-1532356000;;-74904000;312046000;-1665000;-1840000;310381000;12964000;323345000;-121975000;201370000;-1001000;200369000;200369000
BIG;49609;USD;2017;FY;2018-01-31;2018-04-03;42818000;43300000;5270980000;-3128538000;2142442000;-1841089000;-1723996000;;-117093000;301353000;-5999000;-6711000;295354000;;295354000;-105522000;189832000;;189832000;189832000
BIG;49609;USD;2018;FY;2019-01-31;2019-04-02;40809000;40962000;5238105000;-3116210000;2121895000;-1903386000;-1778416000;;-124970000;218509000;-10896000;-10338000;207613000;;207613000;-50719000;156894000;;156894000;156894000
CIEN;49697;USD;2017;FY;2017-10-31;2017-12-22;141997000;169919000;2801687000;-1555901000;1245786000;-1007131000;-498773000;-475329000;-33029000;238655000;-58596000;-58596000;180059000;-23933000;156126000;1105827000;1261953000;;1261953000;1261953000
