Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
MIND;198210;USD;2013;FY;2014-01-31;2014-04-03;12763000;13177000;4768000;31037000;-4624000;-9966000;;;;;21215000;6302000;;;-37207000;;17864000;-1702000;16809000;12000
MIND;198210;USD;2012;FY;2013-01-31;2013-04-04;12715000;13242000;17051000;34939000;-9126000;1393000;;;;;44257000;10447000;;;-34697000;;-9935000;329000;-9875000;-137000
MIND;198210;USD;2011;FY;2012-01-31;2012-04-04;11432000;12069000;24321000;28774000;-2773000;-14364000;;;;;35958000;4978000;;;-57312000;;18657000;2809000;22143000;640000
MIND;198210;USD;2010;FY;2011-01-31;2011-09-08;9870000;10181000;4729000;22717000;119000;2572000;;;;;30137000;2087000;;-2100000;-32749000;;9253000;396000;10328000;8517000
MIND;198210;USD;2018;FY;2019-01-31;2019-04-05;12105000;12105000;-19840000;11814000;5531000;-2962000;;;;;-5457000;4849000;;-3147000;-15000;-1708000;6853000;0;5145000;-597000
VNCE;198318;USD;2017;FY;2018-01-31;2018-04-25;7605822;7608427;58597000;10098000;-75351000;-33731000;;;;;-40387000;-3379000;;;-3379000;;-300000;29015000;28160000;-15606000
VNCE;198318;USD;2016;FY;2017-01-31;2017-04-28;4642053;4642053;-162659000;8684000;151884000;-27569000;;;;;-29660000;-14287000;;;-14287000;;-9800000;68495000;58695000;14748000
VNCE;198318;USD;2015;FY;2016-01-31;2016-04-14;3677043;3752923;5099000;8350000;23624000;14555000;;;;;51628000;-17591000;;;-17591000;;-28000000;175000;-27919000;6118000
VNCE;198318;USD;2014;FY;2015-01-31;2015-03-27;3673049;3824491;35723000;5267000;33440000;5836000;;;;;80266000;-19699000;;;-19699000;;-82000000;175000;-81939000;-21372000
VNCE;198318;USD;2013;FY;2014-01-31;2014-04-04;2811979;2827293;23395000;2785000;28098000;-20312000;;;;;-20701000;-10073000;;;-16009000;;-171500000;186042000;56313000;19603000
VNCE;198318;USD;2012;FY;2013-01-31;2014-01-03;2621113;2621113;-29695000;2009000;70257000;-1197000;;;;;-26034000;-1821000;;;17461000;;;;8615000;42000
VNCE;198318;USD;2018;FY;2019-01-31;2019-04-12;11619828;11619828;-2022000;8138000;3678000;-6219000;;;;;3575000;-3070000;;;-3070000;;-3384000;18000;-5821000;-5316000
WSM;198669;USD;2017;FY;2018-01-31;2018-03-29;85592000;86080000;259545000;183077000;82751000;-25669000;;;;;499704000;-189712000;;-80528000;-269760000;-135010000;300000000;-196179000;-51707000;176423000
WSM;198669;USD;2016;FY;2017-01-31;2017-03-30;88594000;89462000;305387000;173195000;34737000;11390000;;;;;524709000;-197414000;;;-196975000;-133539000;0;-149740000;-305806000;20066000
WSM;198669;USD;2015;FY;2016-01-31;2016-03-31;90787000;92102000;310068000;167760000;13786000;52412000;;;;;544026000;-202935000;;;-202166000;-127636000;-1968000;-222348000;-369383000;-29280000
WSM;198669;USD;2014;FY;2015-01-31;2015-04-02;93634000;95200000;308854000;162273000;23362000;-32792000;;;;;461697000;-204800000;;;-188600000;-125758000;-1785000;-220300000;-379020000;-107194000
WSM;198669;USD;2013;FY;2014-01-31;2014-04-03;96669000;98765000;278902000;149795000;-12100000;37172000;;;;;453769000;-193953000;;;-190624000;-111581000;-1724000;-232660000;-355376000;-94434000
WSM;198669;USD;2012;FY;2013-01-31;2013-04-04;99266000;101051000;256730000;134453000;3749000;-30805000;;;;;364127000;-205404000;;;-206815000;-87847000;-1796000;-140443000;-236445000;-78202000
WSM;198669;USD;2011;FY;2012-01-31;2012-03-29;104352000;106582000;236931000;130553000;14390000;-90540000;;;;;291334000;-130353000;;-25363000;-157704000;-68877000;-1626000;-184815000;-259039000;-125646000
WSM;198669;USD;2010;FY;2011-01-31;2011-03-31;106956000;109522000;200227000;144630000;16606000;-5474000;;;;;355989000;-51083000;;0;-63995000;-59160000;-1587000;-109264000;-178315000;114460000
WSM;198669;USD;2009;FY;2010-01-31;2010-09-10;105763000;107373000;77442000;151796000;-1555000;263035000;;;;;490718000;-71230000;;0;-71230000;-51132000;-14702000;11861000;-55498000;365121000
WSM;198669;USD;2018;FY;2019-01-31;2019-04-04;81420000;82340000;333684000;188808000;66872000;-3378000;;;;;585986000;-190102000;;0;-187899000;-140325000;0;-295304000;-450066000;-51182000
NSSC;198892;USD;2016;FY;2016-06-30;2016-09-08;18874000;18894000;5773000;1420000;-7000;1974000;;;;;9160000;-693000;;;-693000;;-5900000;-1108000;-7008000;1459000
NSSC;198892;USD;2015;FY;2015-06-30;2015-09-10;19164000;19169000;4845000;1570000;-75000;-2453000;;;;;3887000;-730000;;;-730000;;-1100000;-2194000;-3294000;-137000
NSSC;198892;USD;2014;FY;2014-06-30;2014-09-15;19392000;19428000;3476000;1740000;-367000;-106000;;;;;4743000;-753000;;;-753000;;-4600000;-260000;-4736000;-746000
NSSC;198892;USD;2013;FY;2013-06-30;2013-09-17;19210000;19362000;3021000;1974000;618000;-714000;;;;;4899000;-383000;;;-383000;;-3857000;-435000;-4266000;250000
NSSC;198892;USD;2012;FY;2012-06-30;2012-09-21;19096000;19303000;2286000;2275000;721000;-1186000;;;;;4096000;-606000;;;-606000;;-3520000;;-3588000;-98000
NSSC;198892;USD;2011;FY;2011-06-30;2011-11-09;19096000;19176000;1121000;2311000;866000;66000;;;;;4364000;-737000;;;-737000;;-6072000;;-6072000;-2445000
NSSC;198892;USD;2017;FY;2017-06-30;2017-09-13;18809000;18854000;5599000;1374000;16000;-4541000;;;;;2448000;-1414000;;;-1414000;;-1300000;49000;-1385000;-351000
NSSC;198892;USD;2018;FY;2018-06-30;2018-09-13;18788000;18825000;7649000;1409000;1054000;-2247000;;;;;7865000;-1280000;;;-1280000;;-3500000;-1231000;-4731000;1854000
FNSR;198959;USD;2017;FY;2017-04-30;2018-06-15;113864000;113864000;-48286000;105449000;116116000;-1642000;;;;;171637000;-221482000;;;-121107000;;0;11680000;1499000;52029000
FNSR;198959;USD;2016;FY;2016-04-30;2016-06-17;110405000;114097000;249346000;95219000;-33004000;-83729000;;;;;227832000;-141487000;;;-852783000;;569068000;20773000;585958000;-38993000
FNSR;198959;USD;2015;FY;2015-04-30;2015-06-19;106678000;108870000;35193000;94680000;52480000;1247000;;;;;183600000;-117981000;;;-88618000;;-265000;11598000;6796000;101778000
FNSR;198959;USD;2014;FY;2014-04-30;2014-09-04;101408000;104970000;11887000;92073000;58848000;-49211000;;;;;113597000;-146716000;;-2728000;-230633000;;-337000;11715000;11378000;-105658000
FNSR;198959;USD;2013;FY;2013-04-30;2014-06-26;92860000;92860000;-8065000;64140000;45757000;46458000;;;;;148290000;-88145000;;-21525000;-99175000;;-3150000;8567000;5417000;54532000
FNSR;198959;USD;2012;FY;2012-04-30;2013-06-24;;;-8065000;64140000;45757000;46458000;;;;;148290000;-88145000;;-21525000;-99175000;;-3150000;8567000;5417000;54532000
FNSR;198959;USD;2011;FY;2011-04-30;2012-06-29;90823000;94186000;43014000;56214000;16960000;-42177000;;;;;74011000;-78283000;;-71232000;-148602000;;-13776000;8146000;-5630000;-80221000
FNSR;198959;USD;2010;FY;2010-04-30;2011-09-09;80582000;92715000;88095000;43510000;30036000;-67182000;;;;;94459000;-64100000;;0;-96273000;;-48831000;158386000;109555000;107741000
FNSR;198959;USD;2018;FY;2018-04-30;2019-06-14;117178000;117178000;-53216000;100439000;84022000;40918000;;;;;172163000;-209879000;;;579119000;;-257696000;11145000;-249354000;501928000
FIZZ;199147;USD;2016;FY;2016-04-30;2017-07-13;46564000;46770000;107045000;12834000;1638000;-7745000;;;;;113772000;-13987000;;;-13987000;-69850000;0;365000;-68990000;30795000
FIZZ;199147;USD;2015;FY;2015-04-30;2015-07-16;46452000;46671000;61198000;12056000;-942000;6643000;;;;;78955000;-12024000;;;-12024000;-186000;-10000000;-5152000;-13810000;53121000
FIZZ;199147;USD;2014;FY;2014-04-30;2014-07-17;46353000;46559000;49311000;11580000;195000;-3066000;;;;;58020000;-9725000;;;-9725000;-239000;-20000000;-5772000;-25771000;22524000
FIZZ;199147;USD;2013;FY;2013-04-30;2013-09-05;46331000;46519000;43635000;11708000;225000;-3186000;;;;;52382000;-12062000;;;-12062000;-659000;-20000000;-7953000;-28655000;11665000
FIZZ;199147;USD;2012;FY;2012-04-30;2013-07-11;46267000;46448000;43993000;10651000;-180000;-16768000;;;;;37696000;-9852000;;;-9852000;;;115000;410000;28254000
FIZZ;199147;USD;2011;FY;2011-04-30;2012-07-12;;;43993000;10651000;-180000;-16768000;;;;;37696000;-9852000;;;-9852000;;;115000;410000;28254000
FIZZ;199147;USD;2010;FY;2010-04-30;2011-09-08;46188000;46373000;40754000;11356000;-166000;3358000;;;;;55302000;-11312000;;;-11312000;-106314000;;209000;-105184000;-61194000
FIZZ;199147;USD;2017;FY;2017-04-30;2018-06-27;46598000;46921000;149774000;13226000;986000;-9265000;;;;;154721000;-31911000;;;-31911000;-69878000;0;560000;-69318000;53492000
PANW;199345;USD;2016;FY;2016-07-31;2016-09-08;87100000;87100000;-225900000;42800000;418700000;422500000;;;;;658100000;-72500000;-266400000;0;-338900000;;0;45300000;39400000;358600000
PANW;199345;USD;2015;FY;2015-07-31;2015-09-17;81600000;81600000;-165000000;28900000;244300000;242100000;;;;;350300000;-33800000;-630100000;-15100000;-679000000;;0;48200000;50700000;-278000000
PANW;199345;USD;2014;FY;2014-07-31;2014-09-18;74300000;74300000;-226500000;19400000;154200000;141300000;;;;;88400000;-36100000;-198500000;-85700000;-320300000;;527700000;46400000;575100000;343200000
PANW;199345;USD;2013;FY;2013-07-31;2013-09-25;68682000;68682000;-29246000;9892000;39147000;94726000;;;;;114519000;-22442000;-129123000;0;-151565000;;-2698000;20954000;25018000;-12028000
PANW;199345;USD;2012;FY;2012-07-31;2012-12-10;19569000;19569000;737000;6134000;14580000;55917000;;;;;77368000;-14565000;0;0;-14565000;;0;1874000;219322000;282125000
PANW;199345;USD;2017;FY;2017-07-31;2017-09-07;90600000;90600000;-216600000;59800000;522600000;502700000;;;;;868500000;-163400000;-218500000;-90700000;-472600000;;;-364600000;-386000000;9900000
PANW;199345;USD;2018;FY;2018-07-31;2018-09-13;91700000;91700000;-147900000;96400000;567100000;521400000;;;;;1037000000;-112000000;-33900000;-374100000;-520000000;;1495800000;-206500000;1245600000;1762600000
PANW;199345;USD;2019;FY;2019-07-31;2019-09-09;94500000;94500000;-81900000;153800000;756200000;227500000;;;;;1055600000;-131200000;-921000000;-773700000;-1825900000;;-481100000;-258300000;-773900000;-1544200000
VEEV;199530;USD;2016;FY;2017-01-31;2017-03-30;135698000;147578000;68804000;13825000;37707000;23675000;;;;;144011000;-6923000;-89247000;;-96652000;;;12362000;37976000;85427000
VEEV;199530;USD;2015;FY;2016-01-31;2016-03-31;132020000;144977000;54460000;8464000;20999000;-3769000;;;;;80154000;-21721000;51611000;-126183000;-96683000;;;5885000;19406000;2926000
VEEV;199530;USD;2014;FY;2015-01-31;2015-04-01;127713000;144204000;40383000;3929000;12460000;10802000;;;;;67574000;-26531000;-245095000;;-272018000;;;11764000;71262000;-133254000
VEEV;199530;USD;2013;FY;2014-01-31;2014-03-18;51725000;68024000;23615000;2410000;5568000;10160000;;;;;41753000;-1860000;-11703000;-12149000;-26576000;;;743000;215440000;230617000
VEEV;199530;USD;2012;FY;2013-01-31;2013-12-13;20887000;30599000;18783000;789000;717000;10510000;;;;;30799000;-964000;-14372000;;-16364000;;;575000;575000;15010000
VEEV;199530;USD;2017;FY;2018-01-31;2018-03-30;140311000;153681000;141966000;14277000;58743000;18451000;;;;;233437000;-9633000;-143153000;;-154722000;;;20773000;20773000;102577000
VEEV;199530;USD;2018;FY;2019-01-31;2019-03-28;144244000;156117000;229832000;14071000;84302000;-17378000;;;;;310827000;-8440000;-94050000;;-103869000;;;25910000;25910000;230791000
ABM;199984;USD;2015;FY;2015-10-31;2015-12-17;56700000;57400000;54100000;57000000;22700000;10600000;;;;;145300000;-21200000;0;-19300000;90400000;-36000000;-171500000;-16000000;-216900000;18800000
ABM;199984;USD;2014;FY;2014-10-31;2014-12-17;56100000;57100000;66900000;56400000;19200000;-27400000;;;;;120700000;-33800000;0;-48200000;-82000000;-34600000;6100000;-10000000;-34600000;4100000
ABM;199984;USD;2013;FY;2013-10-31;2013-12-18;54900000;56100000;62600000;59400000;24900000;-21700000;;;;;135300000;-31200000;5000000;-199500000;-225900000;-32900000;99300000;13300000;79700000;-10900000
ABM;199984;USD;2012;FY;2012-10-31;2012-12-20;54000000;54900000;62700000;50900000;21000000;14300000;;;;;150600000;-23800000;0;-6000000;-29800000;-31300000;-85000000;12500000;-103800000;17000000
ABM;199984;USD;2011;FY;2011-10-31;2011-12-23;53121000;54103000;68698000;52658000;35908000;-464000;;;;;159990000;-21212000;5000000;-291200000;-307412000;-29744000;159500000;9708000;134443000;-12979000
ABM;199984;USD;2010;FY;2010-10-31;2010-12-23;52117000;52908000;63870000;36315000;24341000;16220000;;;;;149864000;-22430000;;-65430000;-87860000;-28152000;-39935000;11376000;-56711000;5293000
ABM;199984;USD;2009;FY;2009-10-31;2010-09-03;51373000;51845000;55490000;33325000;29435000;3005000;;;;;140871000;-16417000;;-21050000;-37467000;-26727000;-75596000;6331000;-95992000;7412000
ABM;199984;USD;2017;FY;2017-10-31;2017-12-22;57700000;58300000;78100000;70100000;-8200000;-38300000;;;;;5600000;-53200000;0;-818500000;-871700000;-39500000;937800000;-8600000;874000000;9400000
ABM;199984;USD;2016;FY;2016-10-31;2016-12-21;56300000;56900000;62300000;57500000;46400000;-55700000;;;;;83500000;-40700000;5000000;-96000000;-134800000;-36900000;109800000;-41300000;52600000;-2000000
ABM;199984;USD;2018;FY;2018-10-31;2018-12-21;66100000;66400000;96000000;112500000;26200000;39100000;;;;;295000000;-48600000;2900000;-2300000;-48000000;-46000000;-254000000;-1000000;-269800000;-23500000
ROST;200092;USD;2017;FY;2018-02-28;2018-04-03;381174000;384329000;1362753000;313163000;46186000;-40824000;;;;;1681278000;-355442000;40000;;-353092000;-247526000;;-901965000;-1149491000;178695000
ROST;200092;USD;2016;FY;2017-02-28;2017-03-28;392124000;394958000;1117654000;302515000;65851000;72831000;;;;;1558851000;-297880000;1729000;;-292763000;-214640000;;-724782000;-916091000;349997000
ROST;200092;USD;2015;FY;2016-02-29;2016-03-29;403034000;406405000;1020661000;274828000;127295000;-96532000;;;;;1326252000;-366960000;386000;;-362509000;-192312000;;-748739000;-898749000;64994000
ROST;200092;USD;2014;FY;2015-02-28;2015-03-31;413553000;418077000;924724000;232959000;78431000;136751000;;;;;1372865000;-646691000;12021000;;-638999000;-168454000;245676000;-567063000;-460426000;273440000
ROST;200092;USD;2013;FY;2014-02-28;2014-04-01;425761000;431610000;837304000;206111000;32352000;-53764000;;;;;1022003000;-550515000;-10398000;;-563808000;-147917000;0;-560777000;-681788000;-223593000
ROST;200092;USD;2012;FY;2013-02-28;2013-04-02;438260000;445568000;786763000;185491000;10810000;-3420000;;;;;979644000;-424434000;817000;;-425724000;-125694000;0;-460403000;-556994000;-3074000
ROST;200092;USD;2011;FY;2012-02-29;2012-03-27;451830000;459964000;657170000;159892000;62986000;-59943000;;;;;820105000;-416271000;4589000;;-471768000;-102042000;;-448564000;-532426000;-184089000
ROST;200092;USD;2010;FY;2011-02-28;2011-03-29;471282000;479610000;554797000;160693000;19240000;-61664000;;;;;673066000;-198651000;1806000;;-196845000;-77321000;;-348065000;-410640000;65581000
ROST;200092;USD;2009;FY;2010-02-28;2010-06-09;491548000;500056000;442757000;159043000;43150000;243434000;;;;;888384000;-158477000;21644000;;-136833000;-55202000;;-256652000;-304563000;446988000
ROST;200092;USD;2018;FY;2019-02-28;2019-04-02;369533000;372678000;1587457000;330357000;127362000;21501000;;;;;2066677000;-413898000;3489000;;-410409000;-337189000;-85000000;-1109272000;-1531461000;124807000
EV;200412;USD;2018;FY;2018-10-31;2018-12-28;114745000;122932000;397905000;25013000;153629000;-442897000;;;;;133650000;-18747000;-70759000;0;-325054000;-144855000;1307799000;-197274000;184413000;-9859000
EV;200412;USD;2017;FY;2017-10-31;2017-12-20;110918000;116418000;306373000;19132000;117290000;-363120000;;;;;79675000;-12698000;0;-63605000;-91425000;-125785000;61494000;84735000;195430000;186381000
EV;200412;USD;2016;FY;2016-10-31;2016-12-21;109914000;113982000;264757000;20798000;103190000;-45265000;;;;;343480000;-10682000;4668000;-10155000;-108278000;-118621000;0;-142395000;-273130000;-41384000
EV;200412;USD;2015;FY;2015-10-31;2015-12-18;113318000;118155000;238191000;21749000;99742000;-139815000;;;;;219867000;-11480000;0;-9085000;84266000;-116016000;282862000;-193596000;-221446000;80343000
EV;200412;USD;2014;FY;2014-10-31;2014-12-19;116440000;121595000;321164000;21398000;92606000;-336383000;;;;;98785000;-7580000;0;0;185460000;-105848000;121793000;-233622000;-359378000;-76691000
EV;200412;USD;2013;FY;2013-10-31;2013-12-20;116597000;122444000;230426000;25397000;136918000;-276374000;;;;;116367000;-6274000;-300000;-86429000;177028000;-215539000;74532000;45309000;-293018000;-170000
EV;200412;USD;2012;FY;2012-10-31;2012-12-21;112359000;115126000;264768000;26085000;37618000;-149693000;;;;;178778000;-4109000;-200000;-12334000;-90905000;-87826000;0;-50703000;-136748000;-48837000
EV;200412;USD;2011;FY;2011-10-31;2011-12-21;115326000;119975000;227574000;25269000;164332000;-244863000;;;;;172312000;-10639000;-1650000;-11595000;133520000;-85240000;0;-137686000;-103047000;203027000
EV;200412;USD;2010;FY;2010-10-31;2010-12-22;116444000;122632000;201225000;24911000;60187000;-190424000;;;;;95899000;-12205000;0;-8797000;-22025000;-75651000;8000000;-54936000;-76252000;-2700000
EV;200412;USD;2009;FY;2009-10-31;2010-09-03;116175000;120575000;135525000;22010000;38792000;-31972000;;;;;164355000;-46302000;0;-30941000;34345000;-72427000;7000000;-11789000;-84863000;113663000
BONT;200557;USD;2016;FY;2017-01-31;2017-04-12;19917098;19917098;-63419000;92194000;33917000;-3728000;;;;;58964000;-54520000;;;-54520000;;777034000;0;-4587000;-143000
BONT;200557;USD;2015;FY;2016-01-31;2016-04-13;19691114;19691114;-57053000;91783000;22166000;-39074000;;;;;17822000;679000;;;2379000;-4029000;908644000;454000;-22075000;-1874000
BONT;200557;USD;2014;FY;2015-01-31;2015-04-15;19417681;19417681;-6974000;90118000;15090000;-51605000;;;;;46629000;-85358000;;;-85358000;-3956000;770259000;22000;40424000;1695000
BONT;200557;USD;2013;FY;2014-01-31;2014-04-16;19101742;19101742;-3556000;85872000;28845000;8906000;;;;;120067000;-76001000;;;-76001000;-2952000;1229418000;595000;-44934000;-868000
BONT;200557;USD;2012;FY;2013-01-31;2013-04-17;18528169;18528169;-21553000;88276000;34040000;-27493000;;;;;73270000;-65502000;;;-65502000;-4855000;743409000;538000;-14114000;-6346000
BONT;200557;USD;2011;FY;2012-01-31;2012-04-11;18091286;18091286;-12128000;95033000;11870000;5022000;;;;;99797000;-64454000;;;-64454000;-2872000;773906000;398000;-37410000;-2067000
BONT;200557;USD;2010;FY;2011-01-31;2011-09-07;17642061;17897868;21494000;102202000;28008000;-10569000;;;;;141135000;-43665000;;;-43665000;;610375000;;-100053000;-2583000
TOL;200636;USD;2017;FY;2017-10-31;2017-12-21;162222000;169487000;535495000;25361000;353258000;45605000;;;;;959719000;-28872000;18049000;-205422000;-7685000;-38587000;-610331000;-224881000;-872920000;79114000
TOL;200636;USD;2016;FY;2016-10-31;2016-12-23;168261000;175973000;382095000;23121000;-101839000;-154606000;;;;;148771000;-28426000;10000000;-69655000;8211000;0;-54089000;-385786000;-442260000;-285278000
TOL;200636;USD;2015;FY;2015-10-31;2015-12-21;176425000;184703000;363167000;23557000;69740000;-396282000;;;;;60182000;-9447000;2000000;-123940000;-52772000;0;344974000;-17374000;325268000;332678000
TOL;200636;USD;2014;FY;2014-10-31;2014-12-23;177578000;185875000;340032000;22999000;68653000;-118484000;;;;;313200000;-15074000;40242000;-1602145000;-1452091000;;794296000;157975000;952234000;-186657000
TOL;200636;USD;2013;FY;2013-10-31;2013-12-23;169288000;177963000;170606000;25210000;38999000;-803778000;;;;;-568963000;-26567000;381644000;-93398000;332703000;;205537000;421000;230408000;-5852000
TOL;200636;USD;2012;FY;2012-10-31;2012-12-28;167346000;170154000;487146000;22586000;-382079000;-299190000;;;;;-171537000;-11920000;-211705000;-361906000;-560546000;;565549000;33242000;604567000;-127516000
TOL;200636;USD;2011;FY;2011-10-31;2011-12-22;167140000;168381000;39795000;23142000;106111000;-110295000;;;;;58753000;-15456000;-44033000;-132000;-80373000;;-90207000;-23571000;-111100000;-132720000
TOL;200636;USD;2010;FY;2010-10-31;2010-12-22;165666000;165666000;-3374000;20044000;60113000;-223067000;;;;;-146284000;-4830000;-97962000;-58286000;-151382000;;-483267000;7001000;-470992000;-768658000
TOL;200636;USD;2009;FY;2009-10-31;2010-09-08;161549000;161549000;-755825000;23925000;885416000;129675000;;;;;283191000;-2712000;-101324000;-31342000;-132173000;;-20286000;20674000;23205000;174223000
TOL;200636;USD;2018;FY;2018-10-31;2018-12-20;151984000;154201000;748151000;25259000;5090000;-176099000;;;;;602401000;-28232000;0;-27491000;81266000;-61704000;340671000;-489767000;-214301000;469366000
VAL;200824;USD;2016;FY;2016-10-31;2016-12-20;79009955;81019976;353040000;98022000;-16527000;48177000;;;;;482712000;-110292000;;-24408000;-134250000;-104553000;-264521000;-1718000;-356166000;-7704000
VAL;200824;USD;2015;FY;2015-10-31;2015-12-18;80429741;82446703;399506000;92603000;-39970000;-68939000;;;;;383200000;-89476000;;-292128000;-380043000;-96890000;476676000;-310377000;82559000;85716000
VAL;200824;USD;2014;FY;2014-10-31;2014-12-22;83710111;86046057;345401000;100910000;27976000;-127183000;;;;;347104000;-117399000;;4716000;-112000000;-87427000;80483000;-324948000;-312731000;-77627000
VAL;200824;USD;2013;FY;2013-10-31;2013-12-20;87793543;90526285;289255000;88159000;15277000;5813000;;;;;398504000;-110405000;;-219912000;-313960000;-81189000;297906000;-345545000;-108039000;-23495000
VAL;200824;USD;2012;FY;2012-10-31;2012-12-19;91415055;94380476;292497000;93704000;11285000;-48618000;;;;;348868000;-83158000;;0;-82687000;-73351000;88263000;-222548000;-198157000;68024000
VAL;200824;USD;2011;FY;2011-10-31;2011-12-21;94309679;94309679;-138601000;97747000;386662000;-54634000;;;;;291174000;-62820000;;-30579000;-96988000;-68164000;141634000;-241831000;-172576000;21610000
VAL;200824;USD;2010;FY;2010-10-31;2010-12-21;98521088;100866207;222056000;81312000;-7656000;-29831000;;;;;265881000;-39924000;;-143365000;-195863000;-63279000;82769000;-118671000;-94390000;-24372000
VAL;200824;USD;2009;FY;2009-10-31;2010-09-08;100036809;100921451;160153000;82862000;36679000;46401000;;;;;326095000;-57316000;;-33447000;-90763000;-60116000;-25895000;-54387000;-143873000;91459000
SCWX;201339;USD;2016;FY;2017-02-28;2017-03-29;77635000;77635000;-38213000;39425000;-16096000;8046000;;;;;-6838000;-19361000;;;-19361000;;99604000;;109372000;83173000
SCWX;201339;USD;2015;FY;2016-02-29;2016-06-01;70000000;70000000;-72381000;40638000;-23573000;45473000;;;;;-9843000;-9023000;;;-9023000;;22500000;;45619000;26753000
SCWX;201339;USD;2017;FY;2018-02-28;2018-03-28;80280000;80280000;-28077000;42171000;-36710000;23403000;;;;;787000;-13819000;;;-13819000;;-800000;;-2024000;-15056000
SCWX;201339;USD;2018;FY;2019-02-28;2019-03-28;80710000;80710000;-39101000;41207000;13055000;42038000;;;;;57199000;-10200000;;;-10200000;;-2208000;-13531000;-18946000;28053000
PSTI;201828;USD;2016;FY;2016-06-30;2016-09-07;7954799;7954799;-23246000;2150000;3495000;-921000;;;;;-18522000;-1722000;3878000;;1312000;;;807000;807000;-16403000
PSTI;201828;USD;2015;FY;2015-06-30;2015-09-09;7028434;7028434;-24677000;2074000;4629000;-2631000;;;;;-20605000;-812000;6366000;;21537000;;;17201000;17201000;18133000
PSTI;201828;USD;2014;FY;2014-06-30;2014-09-11;6351441;6351441;-26932000;1902000;6503000;-594000;;;;;-19121000;-1573000;-3984000;;1983000;;;12624000;12624000;-4514000
PSTI;201828;USD;2013;FY;2013-06-30;2013-09-11;5548136;5548136;-21155000;1033000;2897000;338000;;;;;-16887000;-4309000;-6157000;;-19799000;;;36304000;36304000;-382000
PSTI;201828;USD;2012;FY;2012-06-30;2012-09-10;4403187;4403187;-14794000;435000;4977000;6107000;;;;;-3275000;-1480000;-7167000;;-30797000;;;632000;632000;-33440000
PSTI;201828;USD;2011;FY;2011-06-30;2011-11-09;;;-10848000;312000;3495000;1286000;;;;;-5755000;-933000;0;;-36000;;-24000;47061000;47037000;41246000
PSTI;201828;USD;2017;FY;2017-06-30;2017-09-07;8742621;8742621;-27814000;2177000;4160000;-134000;;;;;-21611000;-348000;2330000;;4298000;;;15728000;15797000;-1516000
PSTI;201828;USD;2018;FY;2018-06-30;2018-09-12;10587676;10587676;-26126000;2018000;-1020000;3748000;;;;;-21380000;-342000;20744000;;5573000;;;19833000;19921000;4114000
TCMD;201913;USD;2017;FY;2017-12-31;2018-02-26;17355175;18877863;5855000;1849000;4679000;-8191000;;;;;4192000;-3820000;-10051000;;-14016000;;-387000;3478000;3091000;-6733000
TCMD;201913;USD;2016;FY;2016-12-31;2017-02-27;8913042;10758684;2879000;799000;1846000;1509000;;;;;7033000;-833000;-11011000;;-11844000;-8207000;-4777000;41436000;28452000;23641000
TCMD;201913;USD;2015;FY;2015-12-31;2016-09-07;2929438;2929438;1393000;827000;1262000;-1083000;;;;;2399000;-615000;;;-615000;;-1054000;914000;-140000;1644000
TCMD;201913;USD;2018;FY;2018-12-31;2019-02-28;18252689;19347632;6623000;3635000;4330000;-5581000;;;;;9007000;-9546000;-4680000;;-14726000;;-2379000;4229000;1850000;-3869000
SCVL;201975;USD;2017;FY;2018-01-31;2018-04-02;16220000;16227000;18933000;23804000;9771000;-12160000;;;;;40348000;-19653000;;;-19653000;-4819000;0;-29539000;-35385000;-14690000
SCVL;201975;USD;2016;FY;2017-01-31;2017-03-29;18017000;18022000;23517000;23699000;6441000;10132000;;;;;63789000;-21832000;;;-21832000;-5028000;0;-42381000;-47827000;-5870000
SCVL;201975;USD;2015;FY;2016-01-31;2016-04-04;19417000;19427000;28767000;23078000;3870000;2840000;;;;;58555000;-27901000;;;-27651000;-5037000;0;-18433000;-23466000;7438000
SCVL;201975;USD;2014;FY;2015-01-31;2015-04-16;19777000;19791000;25527000;20063000;8855000;3209000;;;;;57654000;-32707000;;;-32457000;-4828000;;-7246000;-12074000;13123000
SCVL;201975;USD;2013;FY;2014-01-31;2014-04-10;19926000;19947000;26871000;17428000;12271000;-17950000;;;;;38620000;-30966000;;;-30766000;-4867000;;278000;-5357000;2497000
SCVL;201975;USD;2012;FY;2013-01-31;2013-04-15;19911000;19972000;29338000;15955000;7953000;-27396000;;;;;25850000;-25977000;;;-25777000;-23460000;;-2255000;-24919000;-24846000
SCVL;201975;USD;2011;FY;2012-01-31;2012-04-12;19524000;19694000;26382000;14450000;10934000;-20891000;;;;;30875000;-21255000;;;-21155000;0;;2654000;689000;10409000
